276250.00,1983.00,2339.00,4.00,2.50,0.86,2.00
577950.00,1990.00,3995.00,4.00,2.50,1.08,3.00
468500.00,1995.00,3573.00,2.00,2.00,1.17,0.00
449050.00,2000.00,2804.00,6.00,1.50,0.73,3.00
457150.00,1994.00,3150.00,3.00,3.00,1.31,2.00
528100.00,1996.00,3427.00,5.00,3.00,1.27,2.00
553450.00,1996.00,3801.00,2.00,2.50,0.72,3.00
441200.00,1989.00,3403.00,2.00,2.00,1.05,2.00
522550.00,1991.00,3431.00,6.00,2.50,1.36,3.00
363350.00,1980.00,3096.00,2.00,2.00,0.93,3.00
229450.00,1990.00,1727.00,5.00,2.00,1.36,2.00
331150.00,2005.00,1993.00,5.00,1.00,0.48,3.00
634750.00,1996.00,4318.00,5.00,2.50,0.97,1.00
420150.00,1993.00,2864.00,4.00,3.00,0.37,3.00
438200.00,1985.00,3213.00,4.00,3.00,0.75,3.00
361300.00,1988.00,2570.00,6.00,3.00,0.72,2.00
395650.00,1991.00,3192.00,3.00,1.00,0.79,1.00
371300.00,1990.00,2997.00,3.00,1.50,0.95,1.00
371450.00,1998.00,2799.00,2.00,2.50,0.94,0.00
439450.00,2006.00,2535.00,6.00,1.50,0.78,3.00
620400.00,2012.00,3655.00,5.00,3.00,0.81,1.00
668450.00,1988.00,4966.00,4.00,1.00,0.57,2.00
438950.00,1997.00,3028.00,4.00,2.50,1.15,1.00
257500.00,1999.00,1940.00,2.00,3.00,1.10,0.00
389450.00,1994.00,2693.00,4.00,3.00,0.70,2.00
540400.00,2001.00,3417.00,4.00,2.00,1.19,3.00
445200.00,1989.00,3266.00,3.00,2.50,1.52,2.00
367150.00,1994.00,2514.00,6.00,2.50,1.17,1.00
486900.00,1995.00,3251.00,6.00,1.00,0.95,3.00
252500.00,1981.00,2568.00,3.00,1.50,1.32,0.00
313250.00,1983.00,2862.00,5.00,1.00,0.93,0.00
721900.00,1988.00,5219.00,6.00,1.00,1.27,1.00
431100.00,2004.00,2720.00,3.00,2.50,1.04,2.00
343300.00,2006.00,1750.00,6.00,2.50,1.22,3.00
469550.00,1990.00,3533.00,3.00,2.50,1.14,1.00
461650.00,1992.00,3302.00,4.00,3.00,1.09,1.00
98350.00,1984.00,1077.00,5.00,1.50,0.62,3.00
413850.00,2005.00,2700.00,4.00,2.50,1.09,0.00
391250.00,1977.00,3286.00,5.00,1.00,0.89,3.00
142550.00,1984.00,1214.00,6.00,1.50,1.53,3.00
471450.00,1996.00,3347.00,4.00,3.00,0.96,0.00
424400.00,1999.00,2849.00,6.00,1.50,0.97,1.00
532350.00,1998.00,3500.00,6.00,1.50,0.99,2.00
339250.00,1975.00,3317.00,2.00,2.00,0.78,1.00
426300.00,2004.00,2682.00,3.00,1.50,1.10,3.00
505050.00,2010.00,3157.00,6.00,1.50,0.60,0.00
256550.00,1993.00,2165.00,3.00,1.00,1.12,1.00
485550.00,2009.00,3249.00,2.00,1.50,1.38,0.00
406800.00,1985.00,3316.00,5.00,2.00,0.96,0.00
387600.00,2004.00,2564.00,3.00,2.00,1.20,1.00
452950.00,2001.00,2996.00,4.00,1.50,1.07,2.00
187850.00,1987.00,1747.00,3.00,1.50,1.22,2.00
574750.00,1998.00,3735.00,4.00,2.00,1.30,3.00
359150.00,1999.00,2140.00,6.00,2.00,1.21,3.00
514650.00,1992.00,3839.00,3.00,1.50,1.42,1.00
644350.00,2006.00,3998.00,6.00,1.50,0.81,2.00
538550.00,2007.00,3309.00,5.00,1.50,0.98,2.00
415950.00,1995.00,2939.00,3.00,3.00,0.34,2.00
465600.00,2006.00,2808.00,5.00,2.00,0.96,2.00
534200.00,1993.00,3688.00,6.00,2.50,0.90,1.00
338650.00,1999.00,2515.00,2.00,1.00,1.76,1.00
556400.00,1989.00,4014.00,5.00,1.50,1.12,2.00
475050.00,2004.00,2879.00,6.00,2.00,0.88,2.00
424100.00,1989.00,3182.00,5.00,3.00,1.12,0.00
510700.00,1991.00,3584.00,3.00,2.50,1.04,3.00
348850.00,1977.00,3127.00,4.00,2.50,0.82,1.00
449400.00,2007.00,2695.00,3.00,3.00,1.01,2.00
328300.00,1981.00,3124.00,2.00,1.00,0.98,1.00
363850.00,2001.00,2657.00,4.00,1.00,1.02,0.00
148450.00,1988.00,1401.00,3.00,1.00,1.22,3.00
195350.00,1975.00,2441.00,3.00,1.50,0.78,0.00
726100.00,1998.00,4682.00,4.00,3.00,0.92,3.00
114850.00,1981.00,1600.00,2.00,3.00,0.99,0.00
598800.00,1997.00,3741.00,5.00,3.00,1.51,3.00
324000.00,2000.00,2158.00,2.00,3.00,1.02,2.00
464150.00,2003.00,2991.00,4.00,2.50,1.20,1.00
598600.00,1989.00,4316.00,4.00,1.00,1.08,3.00
527850.00,1995.00,3818.00,3.00,3.00,1.01,0.00
513650.00,1992.00,3879.00,2.00,1.00,1.12,2.00
406950.00,1993.00,2920.00,4.00,2.00,0.93,2.00
541750.00,1991.00,3840.00,6.00,2.00,1.05,1.00
345500.00,2002.00,2243.00,3.00,2.50,0.77,2.00
485850.00,2018.00,2813.00,2.00,1.00,1.26,2.00
574000.00,1996.00,3878.00,5.00,2.00,0.82,2.00
547350.00,2007.00,3407.00,6.00,1.00,1.42,1.00
537750.00,2000.00,3403.00,5.00,2.50,1.32,2.00
575200.00,2009.00,3701.00,3.00,2.50,1.17,0.00
541000.00,1984.00,4011.00,5.00,3.00,1.29,1.00
289150.00,1998.00,1978.00,4.00,2.50,1.33,1.00
331400.00,1980.00,2992.00,2.00,1.00,0.84,3.00
585750.00,2003.00,3725.00,5.00,1.00,0.80,3.00
623150.00,2005.00,4348.00,3.00,1.00,0.73,0.00
227900.00,1994.00,1793.00,3.00,1.50,1.10,2.00
470050.00,1993.00,3291.00,5.00,2.00,0.76,2.00
453800.00,1988.00,3408.00,4.00,2.50,1.34,1.00
328800.00,1973.00,3142.00,5.00,2.50,1.00,0.00
189950.00,1995.00,1345.00,5.00,2.00,0.88,2.00
572650.00,2003.00,3910.00,3.00,1.50,0.91,1.00
568300.00,1993.00,4296.00,2.00,2.00,0.26,1.00
638750.00,1999.00,4372.00,3.00,2.50,1.03,1.00
525350.00,2011.00,3095.00,3.00,2.50,1.24,2.00
600800.00,2004.00,3588.00,5.00,2.50,1.34,3.00
561300.00,2010.00,3350.00,6.00,2.50,1.42,0.00
393850.00,2000.00,2674.00,3.00,3.00,0.85,1.00
228900.00,1970.00,2580.00,2.00,2.50,0.96,2.00
458250.00,2002.00,2874.00,4.00,1.50,1.31,3.00
585850.00,2003.00,3600.00,6.00,2.50,0.89,2.00
462400.00,2001.00,3292.00,4.00,1.50,0.74,0.00
375550.00,2008.00,2358.00,2.00,3.00,0.79,1.00
432150.00,2001.00,2667.00,6.00,1.50,0.64,3.00
593200.00,1984.00,4503.00,2.00,2.00,0.85,3.00
473500.00,2008.00,3074.00,2.00,2.50,0.66,1.00
420700.00,2002.00,2888.00,5.00,1.50,1.00,0.00
638400.00,2007.00,4170.00,6.00,1.00,0.86,0.00
383350.00,2008.00,2348.00,2.00,2.50,0.91,2.00
429500.00,1990.00,3118.00,3.00,3.00,1.12,2.00
560850.00,1989.00,3812.00,6.00,2.00,1.27,3.00
358600.00,1996.00,2556.00,2.00,2.00,0.68,3.00
274200.00,2020.00,1122.00,4.00,3.00,1.06,1.00
305250.00,1984.00,2693.00,4.00,2.50,0.92,0.00
457200.00,1992.00,3308.00,6.00,2.50,0.90,0.00
318350.00,1977.00,2807.00,2.00,3.00,0.82,3.00
325750.00,1999.00,2242.00,5.00,2.50,1.13,0.00
346750.00,1994.00,2620.00,6.00,1.00,1.25,0.00
534900.00,2000.00,3520.00,5.00,2.50,0.96,1.00
308150.00,1991.00,2448.00,4.00,1.50,1.23,1.00
652400.00,1997.00,4616.00,4.00,1.00,1.00,1.00
353500.00,1987.00,2874.00,5.00,1.00,1.16,1.00
528600.00,1988.00,3712.00,5.00,3.00,1.12,2.00
590300.00,1978.00,4612.00,6.00,3.00,0.90,0.00
215700.00,1988.00,1659.00,5.00,2.50,1.29,2.00
303550.00,1984.00,2432.00,5.00,2.00,1.25,2.00
390900.00,1989.00,2976.00,3.00,2.00,1.30,2.00
522250.00,2006.00,3423.00,3.00,2.00,0.92,1.00
237000.00,1984.00,2002.00,4.00,2.00,0.78,3.00
522650.00,1986.00,3972.00,2.00,3.00,0.79,2.00
286800.00,1986.00,2581.00,3.00,2.50,0.81,0.00
480450.00,2006.00,2921.00,5.00,2.00,0.82,2.00
600950.00,1979.00,4655.00,4.00,1.00,1.18,3.00
530650.00,1991.00,3663.00,3.00,3.00,1.08,3.00
508450.00,2003.00,3162.00,6.00,2.50,1.11,1.00
359400.00,1979.00,3012.00,5.00,2.00,0.84,2.00
441500.00,1998.00,2751.00,5.00,3.00,0.59,3.00
437050.00,1990.00,3533.00,2.00,1.00,1.14,1.00
570550.00,2011.00,3677.00,2.00,2.00,0.60,1.00
346650.00,1973.00,3249.00,2.00,2.50,1.12,2.00
386350.00,2008.00,2318.00,2.00,2.00,0.91,3.00
625200.00,1985.00,4606.00,5.00,1.00,0.62,3.00
486600.00,2006.00,3155.00,2.00,2.50,1.39,1.00
492250.00,1991.00,3294.00,6.00,3.00,1.21,2.00
651150.00,2005.00,4271.00,4.00,1.50,1.20,1.00
475550.00,1998.00,3250.00,5.00,2.50,1.37,0.00
530500.00,1998.00,3336.00,4.00,3.00,1.34,3.00
753100.00,2014.00,4689.00,2.00,1.00,0.65,3.00
539250.00,2011.00,3275.00,4.00,3.00,1.20,0.00
421900.00,1979.00,3631.00,3.00,1.00,1.15,2.00
302450.00,2002.00,1976.00,6.00,2.50,0.57,0.00
534250.00,2013.00,3126.00,4.00,1.00,0.69,3.00
459950.00,1988.00,3586.00,4.00,2.00,0.47,1.00
437150.00,1991.00,3207.00,4.00,2.00,0.74,2.00
406700.00,1995.00,2989.00,5.00,1.00,0.89,1.00
343300.00,1979.00,2995.00,3.00,3.00,0.27,2.00
461900.00,1991.00,3671.00,4.00,1.00,0.75,0.00
665900.00,1996.00,4517.00,6.00,2.00,0.89,1.00
281700.00,1994.00,1975.00,5.00,1.50,1.53,2.00
607200.00,2019.00,3344.00,3.00,2.00,1.04,3.00
327950.00,1987.00,2679.00,6.00,1.50,0.24,1.00
438050.00,1995.00,3395.00,2.00,1.00,0.92,1.00
293850.00,1985.00,2425.00,2.00,2.50,0.84,3.00
391800.00,1995.00,2791.00,3.00,3.00,1.21,1.00
452800.00,1996.00,3395.00,2.00,2.50,1.07,0.00
453350.00,2001.00,2945.00,5.00,2.50,0.94,1.00
500400.00,1974.00,4127.00,6.00,3.00,1.09,0.00
618150.00,1998.00,4020.00,6.00,3.00,1.01,1.00
385400.00,1987.00,3072.00,3.00,2.50,1.14,1.00
485600.00,1986.00,3990.00,2.00,2.50,0.64,0.00
308200.00,1985.00,2687.00,3.00,1.50,0.51,2.00
423700.00,1994.00,2968.00,3.00,1.50,1.40,3.00
309500.00,2005.00,2053.00,6.00,1.00,0.77,0.00
270200.00,1995.00,2195.00,2.00,2.50,1.23,0.00
365300.00,1990.00,2723.00,3.00,3.00,0.79,2.00
368050.00,1997.00,2252.00,6.00,2.00,1.35,3.00
326200.00,1985.00,2740.00,3.00,3.00,0.68,1.00
563700.00,1977.00,4462.00,3.00,2.00,0.96,3.00
483650.00,1996.00,3089.00,6.00,2.00,1.02,3.00
586950.00,1994.00,3990.00,5.00,1.50,0.73,3.00
525000.00,1997.00,3656.00,5.00,2.00,1.44,0.00
530650.00,1989.00,3825.00,4.00,2.50,0.96,2.00
599750.00,2014.00,3268.00,6.00,1.50,1.47,3.00
